#INFO,Version=1.0.0,Template= eBay-active-revise-price-quantity-download_US,,,,,,,,,
Action,Category name,Item number,Title,Listing site,Currency,Start price,Buy It Now price,Available quantity,Relationship,Relationship details,Custom label (SKU)
Revise,"CCG Individual Cards (183454)","306890950908",Pokémon TCG SV07: Stellar Crown #099/142 Klink Reverse Holo,"US","USD","1.49",,"1",,,1349-w5wvt
Revise,"CCG Individual Cards (183454)","306890950909",Pokémon TCG ME: Ascended Heroes #255/217 Black Belt's Training,"US","USD","2.99",,"1",,,1361-w5ww6
Revise,"CCG Individual Cards (183454)","306890950915",Pokémon TCG SV08: Surging Sparks #010/191 Dhelmise Reverse Holo,"US","USD","1.49",,"1",,,1354-w5wvy
Revise,"CCG Individual Cards (183454)","306890950916",Pokémon TCG SWSH07: Evolving Skies #133/203 Lillipup,"US","USD","1.49",,"1",,,1335-w5wvf
Revise,"CCG Individual Cards (183454)","306890950924",Pokémon TCG SV06: Twilight Masquerade #101/167 Nosepass Reverse Holo,"US","USD","1.49",,"1",,,1360-w5ww4
Revise,"CCG Individual Cards (183454)","306890950925",Miscellaneous Cards & Products #159/167 Ogre's Mask Cosmo Holo,"US","USD","1.89",,"1",,,1342-w5wvm
Revise,"CCG Individual Cards (183454)","306890950940",ME: Ascended Heroes #053/217 Frosmoth (Energy Symbol Pattern),"US","USD","1.99",,"1",,,1366-w5wwc
Revise,"CCG Individual Cards (183454)","306890950974",ME02: Phantasmal Flames #080/094 Smeargle Reverse Holo,"US","USD","1.49",,"1",,,1368-w5wwf
Revise,"CCG Individual Cards (183454)","306890950975",ME01: Mega Evolution #042/132 Snom Reverse Holo,"US","USD","1.49",,"1",,,1367-w5wwd
Revise,"CCG Individual Cards (183454)","306890951001",ME02: Phantasmal Flames #034/094 Pawmot Holo,"US","USD","1.49",,"1",,,1369-w5wwh
Revise,"CCG Individual Cards (183454)","306890951007",ME: Ascended Heroes #037/217 Raboot (Friend Ball),"US","USD","1.49",,"1",,,1370-w5wwi
Revise,"CCG Individual Cards (183454)","306890951011",ME: Ascended Heroes #029/217 Tepig (Friend Ball),"US","USD","1.49",,"1",,,1372-w5wwl
Revise,"CCG Individual Cards (183454)","306890951012",ME: Ascended Heroes #015/217 Dustox,"US","USD","1.99",,"1",,,1371-w5wwj
Revise,"CCG Individual Cards (183454)","306893073738",SM - Cosmic Eclipse #139/236 Steelix Reverse Holo,"US","USD","2.49",,"1",,,1374-w99w4
Revise,"CCG Individual Cards (183454)","306893073757",SM - Team Up #108/181 Doublade,"US","USD","1.49",,"1",,,1379-w99wh
Revise,"CCG Individual Cards (183454)","306893073760",Jungle #43/64 Primeape,"US","USD","1.49",,"1",,,1377-w99wb
Revise,"CCG Individual Cards (183454)","306893073779",XY - BREAKthrough #83/162 Hippopotas,"US","USD","1.49",,"1",,,1378-w99we
Revise,"CCG Individual Cards (183454)","306893073784",SM - Guardians Rising #83/145 Beldum,"US","USD","1.49",,"1",,,1380-w99wi
Revise,"CCG Individual Cards (183454)","306893073786",SM - Cosmic Eclipse #163/236 Kommo-o Holo,"US","USD","2.49",,"1",,,1382-w99wn
Revise,"CCG Individual Cards (183454)","306893073790",SM - Ultra Prism #33/156 Prinplup,"US","USD","1.49",,"1",,,1383-w99wp
Revise,"CCG Individual Cards (183454)","306893073791",Diamond and Pearl #83/130 Glameow,"US","USD","1.99",,"1",,,1385-w99wr
Revise,"CCG Individual Cards (183454)","306893073807",XY - Evolutions #47/108 Gastly,"US","USD","1.49",,"1",,,1389-w99wv
Revise,"CCG Individual Cards (183454)","306893073815",XY - Evolutions #5/108 Weedle,"US","USD","1.99",,"1",,,1393-w99wz
Revise,"CCG Individual Cards (183454)","306893073816",XY - Evolutions #81/108 Pidgeot Spirit Link,"US","USD","1.49",,"1",,,1391-w99wx
Revise,"CCG Individual Cards (183454)","306893073820",XY - Evolutions #57/108 Machop,"US","USD","1.49",,"1",,,1394-w99x0
Revise,"CCG Individual Cards (183454)","306893073821",XY - Evolutions #14/108 Vulpix,"US","USD","1.49",,"1",,,1396-w99x2
Revise,"CCG Individual Cards (183454)","306893073822",XY - Evolutions #17/108 Growlithe,"US","USD","1.99",,"1",,,1388-w99wu
Revise,"CCG Individual Cards (183454)","306893073823",XY - Evolutions #73/108 Blastoise Spirit Link,"US","USD","1.49",,"1",,,1392-w99wy
Revise,"CCG Individual Cards (183454)","306893073825",XY - Evolutions #68/108 Farfetch'd,"US","USD","2.99",,"1",,,1397-w99x3
Revise,"CCG Individual Cards (183454)","306893073854",XY - Evolutions #8/108 Tangela,"US","USD","1.49",,"1",,,1395-w99x1
Revise,"CCG Individual Cards (183454)","306893073864",SM - Crimson Invasion #75/111 Jangmo-o,"US","USD","2.99",,"1",,,1376-w99w9
Revise,"CCG Individual Cards (183454)","306893073866",XY - Evolutions #10/108 Charmeleon,"US","USD","1.99",,"1",,,1398-w99x4
Revise,"CCG Individual Cards (183454)","306893073873",XY - Evolutions #75/108 Charizard Spirit Link,"US","USD","1.99",,"1",,,1399-w99x5
Revise,"CCG Individual Cards (183454)","306893073874",XY - Evolutions #82/108 Pokedex,"US","USD","1.49",,"1",,,1401-w99x7
Revise,"CCG Individual Cards (183454)","306893073881",SM - Forbidden Light #47/131 Honedge (47),"US","USD","1.49",,"1",,,1381-w99wl
Revise,"CCG Individual Cards (183454)","306897208278",SM - Crimson Invasion #39/111 Misdreavus,"US","USD","1.49",,"1",,,1403-we69l
Revise,"CCG Individual Cards (183454)","306897208279",SM - Crimson Invasion #32/111 Alolan Geodude,"US","USD","1.49",,"1",,,1406-we69o
Revise,"CCG Individual Cards (183454)","306897208285",SM - Crimson Invasion #61/111 Zweilous,"US","USD","1.99",,"1",,,1407-we69p
Revise,"CCG Individual Cards (183454)","306897208300",SM - Crimson Invasion #20/111 Piloswine,"US","USD","2.99",,"1",,,1409-we69r
Revise,"CCG Individual Cards (183454)","306897208307",SM - Crimson Invasion #55/111 Stufful,"US","USD","1.79",,"1",,,1410-we69s
Revise,"CCG Individual Cards (183454)","306897208313",SM - Crimson Invasion #85/111 Minccino,"US","USD","1.99",,"1",,,1404-we69m
Revise,"CCG Individual Cards (183454)","306897208314",SM - Crimson Invasion #22/111 Remoraid,"US","USD","1.99",,"1",,,1411-we69t
Revise,"CCG Individual Cards (183454)","306897208322",SM - Crimson Invasion #15/111 Staryu,"US","USD","1.99",,"1",,,1413-we69v
Revise,"CCG Individual Cards (183454)","306897208323",SM - Crimson Invasion #100/111 Counter Energy,"US","USD","1.99",,"1",,,1412-we69u
Revise,"CCG Individual Cards (183454)","306897208332",SM - Crimson Invasion #97/111 Peeking Red Card,"US","USD","1.49",,"1",,,1408-we69q
Revise,"CCG Individual Cards (183454)","306897208337",SM - Crimson Invasion #5/111 Cacnea,"US","USD","1.49",,"1",,,1415-we69x
Revise,"CCG Individual Cards (183454)","306897208342",SM - Crimson Invasion #65/111 Aron,"US","USD","1.49",,"1",,,1416-we69y
Revise,"CCG Individual Cards (183454)","306897208343",SM - Crimson Invasion #99/111 Sea of Nothingness,"US","USD","1.49",,"1",,,1417-we69z
Revise,"CCG Individual Cards (183454)","306897208364",SM - Crimson Invasion #46/111 Salandit,"US","USD","1.49",,"1",,,1420-we6a2
Revise,"CCG Individual Cards (183454)","306897208365",SM - Crimson Invasion #43/111 Chimecho,"US","USD","1.49",,"1",,,1419-we6a1
Revise,"CCG Individual Cards (183454)","306897208374",SM - Crimson Invasion #37/111 Haunter,"US","USD","1.79",,"1",,,1421-we6a3
Revise,"CCG Individual Cards (183454)","306897208386",SM - Crimson Invasion #36/111 Gastly,"US","USD","1.49",,"1",,,1422-we6a4
Revise,"CCG Individual Cards (183454)","306897208391",XY - Steam Siege #89/114 Persian,"US","USD","1.49",,"1",,,1423-we6a5
Revise,"CCG Individual Cards (183454)","306897208405",SM - Guardians Rising #101/145 Chansey,"US","USD","2.99",,"1",,,1424-we6a6
Revise,"CCG Individual Cards (183454)","306897208406",Crown Zenith #072/159 Pancham,"US","USD","1.49",,"1",,,1425-we6a7
Revise,"CCG Individual Cards (183454)","306897208411",Crown Zenith #024/159 Larvesta,"US","USD","1.49",,"1",,,1426-we6a8
Revise,"CCG Individual Cards (183454)","306897208416",Champion's Path #31/73 Rolycoly,"US","USD","1.49",,"1",,,1427-we6a9
Revise,"CCG Individual Cards (183454)","306900863253",Shining Fates #041/072 Koffing Reverse Holo,"US","USD","2.49",,"1",,,1428-wi2rh
Revise,"CCG Individual Cards (183454)","306900863263",Celebrations #013/025 Cosmog Holo,"US","USD","1.49",,"1",,,1429-wi2rm
Revise,"CCG Individual Cards (183454)","306900863282",SWSH04: Vivid Voltage #018/185 Gogoat Reverse Holo,"US","USD","1.99",,"1",,,1431-wi2s0
Revise,"CCG Individual Cards (183454)","306900863283",SWSH08: Fusion Strike #138/264 Onix Reverse Holo,"US","USD","1.99",,"1",,,1432-wi2s6
Revise,"CCG Individual Cards (183454)","306900863312",Crown Zenith #062/159 Lunatone Reverse Holo,"US","USD","1.79",,"1",,,1433-wi2sa
Revise,"CCG Individual Cards (183454)","306900863321",SWSH11: Lost Origin #013/196 Shiftry Reverse Holo,"US","USD","1.79",,"1",,,1434-wi2sg
Revise,"CCG Individual Cards (183454)","306900863325",SWSH11: Lost Origin #106/196 Binacle Reverse Holo,"US","USD","1.49",,"1",,,1436-wi2st
Revise,"CCG Individual Cards (183454)","306900863329",SWSH12: Silver Tempest #110/195 Toxicroak Reverse Holo,"US","USD","1.99",,"1",,,1437-wi2sy
Revise,"CCG Individual Cards (183454)","306900863336",SWSH07: Evolving Skies #134/203 Herdier Reverse Holo,"US","USD","2.49",,"1",,,1438-wi2t4
Revise,"CCG Individual Cards (183454)","306900863340",SWSH12: Silver Tempest #042/195 Glalie Reverse Holo,"US","USD","1.99",,"1",,,1439-wi2t8
Revise,"CCG Individual Cards (183454)","306900863349",SWSH11: Lost Origin #031/196 Poliwhirl Reverse Holo,"US","USD","1.99",,"1",,,1440-wi2tc
Revise,"CCG Individual Cards (183454)","306900863362",XY - Fates Collide #36/124 Diglett,"US","USD","1.49",,"1",,,1442-wi2tn
Revise,"CCG Individual Cards (183454)","306900863376",XY - Roaring Skies #37/108 Gliscor Reverse Holo,"US","USD","1.99",,"1",,,1443-wi2tu
Revise,"CCG Individual Cards (183454)","306900863377",XY - Roaring Skies #36/108 Gligar,"US","USD","1.99",,"1",,,1444-wi2ty
Revise,"CCG Individual Cards (183454)","306900863379",SM Base Set #72/149 Crabrawler,"US","USD","1.49",,"1",,,1445-wi2u2
Revise,"CCG Individual Cards (183454)","306900863386",Crown Zenith #073/159 Rockruff,"US","USD","1.49",,"1",,,1446-wi2u3
Revise,"CCG Individual Cards (183454)","306900863389",SM - Crimson Invasion #36/111 Gastly,"US","USD","1.99",,"1",,,1447-wi2u4
Revise,"CCG Individual Cards (183454)","306900863393",SM - Crimson Invasion #94/111 Fighting Memory,"US","USD","1.49",,"1",,,1449-wi2u7
Revise,"CCG Individual Cards (183454)","306900863397",SM - Cosmic Eclipse #124/236 Lycanroc Holo,"US","USD","2.99",,"1",,,1451-wi2u9
Revise,"CCG Individual Cards (183454)","306900863400",Mysterious Treasures #43/123 Cranidos,"US","USD","1.99",,"1",,,1452-wi2ub
Revise,"CCG Individual Cards (183454)","306900863401",SM - Crimson Invasion #98/111 Psychic Memory,"US","USD","1.49",,"1",,,1450-wi2u8
Revise,"CCG Individual Cards (183454)","306900863405",Team Rocket #59/82 Machop,"US","USD","2.99",,"1",,,1453-wi2uc
Revise,"CCG Individual Cards (183454)","306900863410",SM - Team Up #116/181 Dratini (116),"US","USD","1.99",,"1",,,1454-wi2uf
Revise,"CCG Individual Cards (183454)","306901896858",Rising Rivals #68/111 Koffing,"US","USD","1.99",,"1",,,1455-wj5qt
Revise,"CCG Individual Cards (183454)","306901896859",SM - Cosmic Eclipse #7/236 Sunkern,"US","USD","1.79",,"1",,,1456-wj5qu
Revise,"CCG Individual Cards (183454)","306901896861",SM - Forbidden Light #34/131 Magnemite,"US","USD","1.99",,"1",,,1457-wj5qv
Revise,"CCG Individual Cards (183454)","306901896863",SM - Lost Thunder #18/214 Heracross,"US","USD","1.99",,"1",,,1458-wj5qw
Revise,"CCG Individual Cards (183454)","306901896864",Fossil #42/62 Seadra,"US","USD","1.79",,"1",,,1461-wj5qz
Revise,"CCG Individual Cards (183454)","306901896890",Team Rocket #49/82 Abra,"US","USD","1.99",,"1",,,1463-wj5r1
Revise,"CCG Individual Cards (183454)","306901896906",Shining Legends #19/73 Croconaw,"US","USD","1.99",,"1",,,1465-wj5r3
Revise,"CCG Individual Cards (183454)","306901896909",XY - Roaring Skies #7/108 Dustox (7),"US","USD","1.49",,"1",,,1462-wj5r0
Revise,"CCG Individual Cards (183454)","306901896933",SM - Team Up #29/181 Magikarp,"US","USD","1.99",,"1",,,1469-wj5r7
Revise,"CCG Individual Cards (183454)","306901896936",SM - Cosmic Eclipse #72/236 Lanturn,"US","USD","1.79",,"1",,,1466-wj5r4
Revise,"CCG Individual Cards (183454)","306901896946",SM - Guardians Rising #29/145 Wailmer,"US","USD","1.79",,"1",,,1468-wj5r6
Revise,"CCG Individual Cards (183454)","306901896948",SM - Guardians Rising #83/145 Beldum,"US","USD","2.49",,"1",,,1470-wj5r8
Revise,"CCG Individual Cards (183454)","306901896957",Stormfront #35/100 Dusclops (35),"US","USD","3.99",,"1",,,1471-wj5r9
Revise,"CCG Individual Cards (183454)","306901896959",SWSH01: Sword & Shield Base Set #130/202 Ferroseed,"US","USD","1.49",,"1",,,1474-wj5rc
Revise,"CCG Individual Cards (183454)","306901896964",XY - BREAKthrough #66/162 Mismagius,"US","USD","1.99",,"1",,,1473-wj5rb
Revise,"CCG Individual Cards (183454)","306901896967",Team Rocket #70/82 Zubat,"US","USD","1.99",,"1",,,1475-wj5rd
Revise,"CCG Individual Cards (183454)","306901896970",XY Beginning Set #003/039 Chespin,"US","USD","1.49",,"1",,,1478-wj5rg
Revise,"CCG Individual Cards (183454)","306901896995",XY - Evolutions #68/108 Farfetch'd,"US","USD","1.49",,"1",,,1483-wj5rs
Revise,"CCG Individual Cards (183454)","306901896999",SWSH04: Vivid Voltage #136/185 Loudred,"US","USD","1.49",,"1",,,1485-wj5s0
Revise,"CCG Individual Cards (183454)","306901897001",SWSH04: Vivid Voltage #133/185 Taillow,"US","USD","1.99",,"1",,,1484-wj5rw
Revise,"CCG Individual Cards (183454)","306901897014",SWSH02: Rebel Clash #148/192 Hawlucha,"US","USD","1.49",,"1",,,1486-wj5s2
Revise,"CCG Individual Cards (183454)","306901897033",SWSH03: Darkness Ablaze #146/189 Staravia,"US","USD","1.49",,"1",,,1490-wj5s6
Revise,"CCG Individual Cards (183454)","306901897041",SWSH03: Darkness Ablaze #150/189 Bunnelby,"US","USD","1.49",,"1",,,1488-wj5s4
Revise,"CCG Individual Cards (183454)","306901897050",SWSH03: Darkness Ablaze #141/189 Skitty,"US","USD","1.49",,"1",,,1492-wj5s8
Revise,"CCG Individual Cards (183454)","306901897058",SM - Unified Minds #166/236 Noctowl,"US","USD","1.99",,"1",,,1493-wj5s9
Revise,"CCG Individual Cards (183454)","306901897064",SWSH03: Darkness Ablaze #137/189 Dunsparce,"US","USD","1.49",,"1",,,1491-wj5s7
Revise,"CCG Individual Cards (183454)","306901897069",SM - Unified Minds #175/236 Tranquill,"US","USD","2.49",,"1",,,1494-wj5sa
Revise,"CCG Individual Cards (183454)","306901897092",SM - Lost Thunder #163/214 Pikipek (163),"US","USD","1.49",,"1",,,1496-wj5sc
Revise,"CCG Individual Cards (183454)","306901897094",SM - Unified Minds #185/236 Komala,"US","USD","1.99",,"1",,,1497-wj5sd
Revise,"CCG Individual Cards (183454)","306901897096",SWSH02: Rebel Clash #144/192 Tranquill,"US","USD","1.49",,"1",,,1499-wj5sf
Revise,"CCG Individual Cards (183454)","306901897105",SWSH02: Rebel Clash #146/192 Bunnelby,"US","USD","1.99",,"1",,,1498-wj5se
Revise,"CCG Individual Cards (183454)","306901897118",SWSH01: Sword & Shield Base Set #150/202 Rookidee,"US","USD","1.49",,"1",,,1501-wj5sh
Revise,"CCG Individual Cards (183454)","306901897127",SM - Lost Thunder #163/214 Pikipek (163),"US","USD","1.49",,"1",,,1504-wj5sk
Revise,"CCG Individual Cards (183454)","306901897128",SWSH02: Rebel Clash #151/192 Skwovet,"US","USD","1.49",,"1",,,1503-wj5sj
Revise,"CCG Individual Cards (183454)","306901897131",SM - Unified Minds #171/236 Bidoof,"US","USD","1.79",,"1",,,1502-wj5si
Revise,"CCG Individual Cards (183454)","306901897137",SWSH02: Rebel Clash #142/192 Chatot,"US","USD","1.49",,"1",,,1500-wj5sg
Revise,"CCG Individual Cards (183454)","306901897285",SWSH03: Darkness Ablaze #135/189 Sentret,"US","USD","1.49",,"1",,,1487-wj5s3
Revise,"CCG Individual Cards (183454)","306901897336",SM - Lost Thunder #162/214 Kecleon (162),"US","USD","1.79",,"1",,,1495-wj5sb
Revise,"CCG Individual Cards (183454)","306901897400",SM - Crimson Invasion #87/111 Bunnelby,"US","USD","1.49",,"1",,,1505-wj5sl
Revise,"CCG Individual Cards (183454)","306902420732",SWSH04: Vivid Voltage #069/185 Duskull,"US","USD","1.49",,"1",,,1507-wk9bu
Revise,"CCG Individual Cards (183454)","306902420736",SWSH04: Vivid Voltage #077/185 Dedenne,"US","USD","1.79",,"1",,,1508-wk9bv
Revise,"CCG Individual Cards (183454)","306902420740",SWSH04: Vivid Voltage #074/185 Swoobat,"US","USD","1.49",,"1",,,1509-wk9bw
Revise,"CCG Individual Cards (183454)","306902420741",XY - Ancient Origins #4/98 Bellossom,"US","USD","1.99",,"1",,,1511-wk9by
Revise,"CCG Individual Cards (183454)","306902420745",SWSH04: Vivid Voltage #063/185 Clefairy,"US","USD","1.99",,"1",,,1510-wk9bx
Revise,"CCG Individual Cards (183454)","306902420750",XY - Ancient Origins #32/98 Baltoy (32),"US","USD","1.99",,"1",,,1512-wk9bz
Revise,"CCG Individual Cards (183454)","306902420752",XY - Ancient Origins #58/98 Goomy,"US","USD","1.79",,"1",,,1513-wk9c0
Revise,"CCG Individual Cards (183454)","306902420763",SWSH04: Vivid Voltage #130/185 Eevee,"US","USD","1.79",,"1",,,1515-wk9c2
Revise,"CCG Individual Cards (183454)","306902420773",Great Encounters #93/106 Weedle,"US","USD","1.99",,"1",,,1516-wk9c3
Revise,"CCG Individual Cards (183454)","306902420775",Plasma Blast #62/101 Bagon,"US","USD","1.49",,"1",,,1517-wk9c4
Revise,"CCG Individual Cards (183454)","306902420785",SWSH04: Vivid Voltage #006/185 Yanma,"US","USD","1.49",,"1",,,1518-wk9c5
Revise,"CCG Individual Cards (183454)","306902420787",SWSH02: Rebel Clash #008/192 Lombre,"US","USD","1.49",,"1",,,1519-wk9c6
Revise,"CCG Individual Cards (183454)","306902420789",SWSH04: Vivid Voltage #008/185 Pineco,"US","USD","1.49",,"1",,,1520-wk9c7
Revise,"CCG Individual Cards (183454)","306902420792",SWSH04: Vivid Voltage #008/185 Pineco,"US","USD","1.49",,"1",,,1521-wk9c8
Revise,"CCG Individual Cards (183454)","306902420796",SWSH04: Vivid Voltage #008/185 Pineco,"US","USD","1.49",,"1",,,1522-wk9c9
Revise,"CCG Individual Cards (183454)","306902420806",XY - Ancient Origins #46/98 Malamar,"US","USD","1.49",,"1",,,1524-wk9cg
Revise,"CCG Individual Cards (183454)","306902420811",Delta Species #48/113 Magneton,"US","USD","1.99",,"1",,,1526-wk9cp
Revise,"CCG Individual Cards (183454)","306902420813",SM - Unbroken Bonds #46/214 Krabby,"US","USD","1.49",,"1",,,1527-wk9cv
Revise,"CCG Individual Cards (183454)","306902420825",SM - Unbroken Bonds #34/214 Wartortle,"US","USD","1.99",,"1",,,1529-wk9d5
Revise,"CCG Individual Cards (183454)","306902420838",SM - Unbroken Bonds #38/214 Poliwhirl,"US","USD","1.99",,"1",,,1530-wk9da
Revise,"CCG Individual Cards (183454)","306902420841",SM - Unbroken Bonds #51/214 Froakie,"US","USD","2.99",,"1",,,1531-wk9de
Revise,"CCG Individual Cards (183454)","306902420843",SM - Unbroken Bonds #44/214 Seel,"US","USD","1.49",,"1",,,1532-wk9dk
Revise,"CCG Individual Cards (183454)","306902420847",SM - Unbroken Bonds #42/214 Slowpoke,"US","USD","1.99",,"1",,,1533-wk9dp
Revise,"CCG Individual Cards (183454)","306902420851",SWSH01: Sword & Shield Base Set #040/202 Shellder,"US","USD","1.49",,"1",,,1535-wk9dy
Revise,"CCG Individual Cards (183454)","306902420852",SWSH01: Sword & Shield Base Set #054/202 Sobble (054),"US","USD","1.49",,"1",,,1534-wk9du
Revise,"CCG Individual Cards (183454)","306902420858",SWSH01: Sword & Shield Base Set #063/202 Snom,"US","USD","1.49",,"1",,,1536-wk9e3
Revise,"CCG Individual Cards (183454)","306902420862",SM - Lost Thunder #5/214 Chikorita (5),"US","USD","1.99",,"1",,,1537-wk9e9
Revise,"CCG Individual Cards (183454)","306902420863",SM - Lost Thunder #3/214 Scyther,"US","USD","1.99",,"1",,,1538-wk9ec
Revise,"CCG Individual Cards (183454)","306902420868",SM - Lost Thunder #10/214 Ariados,"US","USD","1.99",,"1",,,1539-wk9ee
Revise,"CCG Individual Cards (183454)","306902420872",SM - Lost Thunder #12/214 Hoppip (12),"US","USD","1.49",,"1",,,1540-wk9ef
Revise,"CCG Individual Cards (183454)","306902420878",SM - Crimson Invasion #7/111 Karrablast,"US","USD","1.49",,"1",,,1541-wk9eh
Revise,"CCG Individual Cards (183454)","306902420887",SM - Crimson Invasion #81/111 Starly,"US","USD","1.49",,"1",,,1543-wk9ej
Revise,"CCG Individual Cards (183454)","306902420892",SWSH01: Sword & Shield Base Set #043/202 Krabby (043),"US","USD","1.49",,"1",,,1544-wk9ek
Revise,"CCG Individual Cards (183454)","306902420893",SM - Crimson Invasion #10/111 Skiddo,"US","USD","1.99",,"1",,,1542-wk9ei
Revise,"CCG Individual Cards (183454)","306902420895",SWSH01: Sword & Shield Base Set #161/202 Energy Search,"US","USD","1.49",,"1",,,1546-wk9en
Revise,"CCG Individual Cards (183454)","306902420901",SWSH01: Sword & Shield Base Set #181/202 Rotom Bike,"US","USD","1.49",,"1",,,1545-wk9el
Revise,"CCG Individual Cards (183454)","306902420903",SM - Cosmic Eclipse #188/236 Clay,"US","USD","1.99",,"1",,,1547-wk9eo
Revise,"CCG Individual Cards (183454)","306902420914",SM - Cosmic Eclipse #50/236 Spheal,"US","USD","1.99",,"1",,,1548-wk9ep
Revise,"CCG Individual Cards (183454)","306902420916",SWSH01: Sword & Shield Base Set #069/202 Lanturn,"US","USD","1.49",,"1",,,1549-wk9er
Revise,"CCG Individual Cards (183454)","306902420917",SWSH01: Sword & Shield Base Set #166/202 Hyper Potion,"US","USD","1.49",,"1",,,1550-wk9es
Revise,"CCG Individual Cards (183454)","306902420925",Legend Maker #49/92 Bellsprout,"US","USD","1.99",,"1",,,1553-wk9ew
Revise,"CCG Individual Cards (183454)","306902420934",SM - Unbroken Bonds #48/214 Goldeen,"US","USD","1.49",,"1",,,1556-wk9f2
Revise,"CCG Individual Cards (183454)","306902420936",XY - Fates Collide #74/124 Meowth,"US","USD","1.99",,"1",,,723-mu40z
Revise,"CCG Individual Cards (183454)","306902420938",XY - Evolutions #44/108 Nidorino,"US","USD","1.49",,"1",,,1557-wk9f6
Revise,"CCG Individual Cards (183454)","306902420980",SM - Cosmic Eclipse #171/236 Teddiursa,"US","USD","1.99",,"1",,,1554-wk9ex
Revise,"CCG Individual Cards (183454)","306902421320",SM - Cosmic Eclipse #2/236 Oddish,"US","USD","1.49",,"1",,,531-k9lm7
Revise,"CCG Individual Cards (183454)","306902421321",SWSH01: Sword & Shield Base Set #165/202 Hop Reverse Holo,"US","USD","1.99",,"1",,,1012-qj21g
Revise,"CCG Individual Cards (183454)","306902421322",Dragon Majesty #55/70 Kangaskhan,"US","USD","1.49",,"1",,,721-mu40w
Revise,"CCG Individual Cards (183454)","306902421323",SM - Team Up #107/181 Honedge,"US","USD","1.49",,"1",,,722-mu40y
Revise,"CCG Individual Cards (183454)","306902421324",SM - Cosmic Eclipse #15/236 Deerling,"US","USD","1.79",,"1",,,533-k9lmf
Revise,"CCG Individual Cards (183454)","306902421325",XY - Roaring Skies #50/108 Dragonair,"US","USD","1.79",,"1",,,535-k9lmn
Revise,"CCG Individual Cards (183454)","306902421326",SM - Unified Minds #204/236 Poke Maniac Reverse Holo,"US","USD","2.99",,"1",,,1011-qj213
Revise,"CCG Individual Cards (183454)","306907247367",XY - Roaring Skies #24/108 Electrike,"US","USD","1.99",,"1",,,1558-wqv3c
Revise,"CCG Individual Cards (183454)","306907247368",Shining Legends #30/73 Voltorb,"US","USD","1.49",,"1",,,1559-wqv3d
Revise,"CCG Individual Cards (183454)","306907247369",SWSH01: Sword & Shield Base Set #070/202 Joltik,"US","USD","1.49",,"1",,,1560-wqv3e
Revise,"CCG Individual Cards (183454)","306907247373",Mysterious Treasures #95/123 Remoraid,"US","USD","1.49",,"1",,,1564-wqv3i
Revise,"CCG Individual Cards (183454)","306907247377",SM - Ultra Prism #70/156 Passimian,"US","USD","1.49",,"1",,,1562-wqv3g
Revise,"CCG Individual Cards (183454)","306907247378",SM - Guardians Rising #40/145 Alolan Geodude,"US","USD","1.49",,"1",,,1566-wqv3k
Revise,"CCG Individual Cards (183454)","306907247381",SM - Burning Shadows #67/147 Rhyperior Reverse Holo,"US","USD","1.79",,"1",,,1570-wqv3p
Revise,"CCG Individual Cards (183454)","306907247385",SWSH01: Sword & Shield Base Set #046/202 Goldeen (046) Reverse Holo,"US","USD","1.49",,"1",,,1565-wqv3j
Revise,"CCG Individual Cards (183454)","306907247386",Great Encounters #95/106 Wingull,"US","USD","1.49",,"1",,,1580-wqv3z
Revise,"CCG Individual Cards (183454)","306907247387",XY - Roaring Skies #2/108 Exeggutor,"US","USD","1.49",,"1",,,1568-wqv3n
Revise,"CCG Individual Cards (183454)","306907247388",SWSH01: Sword & Shield Base Set #054/202 Sobble (054),"US","USD","1.49",,"1",,,1571-wqv3q
Revise,"CCG Individual Cards (183454)","306907247391",Fossil #38/62 Kingler,"US","USD","1.99",,"1",,,1575-wqv3u
Revise,"CCG Individual Cards (183454)","306907247392",Shining Legends #6/73 Carnivine,"US","USD","1.49",,"1",,,1569-wqv3o
Revise,"CCG Individual Cards (183454)","306907247395",SWSH01: Sword & Shield Base Set #077/202 Pincurchin,"US","USD","1.49",,"1",,,1573-wqv3s
Revise,"CCG Individual Cards (183454)","306907247396",SM - Crimson Invasion #19/111 Swinub,"US","USD","1.49",,"1",,,1577-wqv3w
Revise,"CCG Individual Cards (183454)","306907247397",SWSH01: Sword & Shield Base Set #042/202 Krabby (042),"US","USD","1.49",,"1",,,1578-wqv3x
Revise,"CCG Individual Cards (183454)","306907247399",Team Rocket #65/82 Psyduck,"US","USD","2.49",,"1",,,1574-wqv3t
Revise,"CCG Individual Cards (183454)","306907247400",XY - BREAKthrough #57/162 Dedenne,"US","USD","1.79",,"1",,,1582-wqv42
Revise,"CCG Individual Cards (183454)","306907247402",Mysterious Treasures #57/123 Octillery,"US","USD","1.79",,"1",,,1576-wqv3v
Revise,"CCG Individual Cards (183454)","306907247403",Shining Legends #21/73 Qwilfish,"US","USD","1.79",,"1",,,1581-wqv40
Revise,"CCG Individual Cards (183454)","306924953609",SWSH04: Vivid Voltage #108/185 Krokorok,"US","USD","1.49",,"1",,,1585-xbawa
Revise,"CCG Individual Cards (183454)","306924953612",SWSH04: Vivid Voltage #107/185 Sandile,"US","USD","1.99",,"1",,,1586-xbawc
